species	tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	humanfootprint_1993_1	humanfootprint_1993_2	humanfootprint_1993_3	humanfootprint_1993_4	humanfootprint_2009_1	humanfootprint_2009_2	humanfootprint_2009_3	humanfootprint_2009_4
Calopogon tuberosus	3.0330214	3.0330214	0.4645111111	-0.451272222	1.273249e+00	1.4957143451	1	6.90368091	3.5573869	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	 0.42666667	3.977312	 -3.53333333	2.989450	1.3010300	2.2833012	11.3633333	3.7940312	17.23000000	2.9524534	1.6627578	2.4116197	0.08	0.24	0.18	0.50	0.08	0.24	0.16	0.52
Campylocentrum tyrridion	1.1461280	1.1461280	0.1634444444	-0.473411111	1.064524e+00	1.2080251373	1	6.11523644	1.6532125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 1.71333333	3.220108	 15.46666667	3.153510	1.7160033	2.0863598	 1.1466667	3.1168069	 2.21333333	3.3847834	1.3944517	2.3609719	0.00	0.46	0.08	0.46	0.00	0.31	0.31	0.38
Catasetum barbatum	1.4149733	1.4149733	0.0784777778	-0.271222222	1.364530e+00	1.4998574685	0	6.83230536	2.0043214	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.68000000	3.002166	 16.06666667	3.173186	1.8976271	1.6232493	 4.1733333	3.0841471	 5.25333333	3.2847916	1.7781513	2.4383841	0.00	0.35	0.30	0.35	0.04	0.29	0.12	0.54
Catasetum tuberculatum	0.7781513	0.7781513	0.0262222222	-0.420183333	9.973864e-01	0.2549539056	0	4.52353764	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.71333333	2.675778	 16.60000000	3.430075	1.4471580	2.6304279	 1.3866667	2.5105450	 1.16000000	2.6905505	1.2833012	2.1258065	0.33	0.00	0.67	0.00	0.33	0.00	0.33	0.33
Ceratostylis anceps	1.0000000	1.0000000	0.0766111111	 0.595033333	2.250197e-01	0.3597330602	0	3.64637284	1.5682017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.34666667	2.463893	 13.00000000	3.481443	1.5797836	2.5717088	 1.2000000	2.2455127	 1.16000000	3.0224284	1.3222193	2.4868554	0.00	0.00	0.78	0.22	0.00	0.00	0.78	0.22
Ceratostylis micrantha	1.2552725	1.2552725	0.2349555556	 0.918711111	4.428183e-01	0.4770285953	0	3.63202967	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.44000000	3.335458	 12.40000000	3.213252	1.6989700	2.3443923	 0.7600000	2.4572762	 0.88000000	2.9114772	1.3010300	1.9722028	0.00	0.24	0.53	0.24	0.00	0.59	0.18	0.24
Chamorchis alpina	3.1883659	3.1883659	0.7095666667	 0.084961111	1.403778e+00	1.2786590745	1	6.53705966	3.6695958	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	-0.03333333	3.835183	 -5.93333333	2.929419	1.3979400	2.1702617	 4.9966667	3.5103975	 6.99666667	3.0051805	1.3979400	2.3180633	0.31	0.30	0.26	0.14	0.33	0.21	0.26	0.20
Changnienia amoena	0.8450980	0.8450980	0.3304555556	 0.644144444	7.432922e-01	0.8621448017	1	4.66894367	1.3979400	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.12666667	3.938295	  3.76666667	3.153357	1.7032914	2.2278867	 1.2833333	2.8005453	 1.51666667	2.8461824	1.0606978	1.9003671	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Cheirostylis bidentata	0.4771213	0.4771213	0.0340000000	 0.711194444	2.616541e-02	0.5983570900	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.63333333	2.822495	 15.70000000	3.353916	1.5250448	2.5397032	 1.8000000	2.2598327	 1.98000000	2.9157163	1.1613680	2.1900514	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Cheirostylis notialis	1.4913617	1.4913617	0.3180111111	 0.850055556	8.637094e-01	0.4699110740	0	4.82297320	2.0374265	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 1.28000000	3.548635	  9.66666667	3.180126	1.5910646	2.2718416	 2.1400000	2.7989267	 1.96000000	2.8964711	1.3521825	2.1684975	0.04	0.16	0.28	0.52	0.11	0.15	0.26	0.48
Claderia viridiflora	1.8692317	1.8692317	0.0317444444	 0.617977778	9.455050e-01	1.3043616852	1	6.65315154	2.4424798	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	 1.76000000	2.559907	 17.20000000	3.478711	1.3802112	2.7427251	 2.2933333	2.7311051	 2.06666667	3.2902127	1.6414741	2.7092700	0.24	0.20	0.25	0.31	0.10	0.28	0.18	0.44
Cleistes ionoglossa	0.4771213	0.4771213	0.2629111111	-0.258194444	8.358145e-02	0.1069927681	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.17000000	3.352568	  9.73333333	3.311118	1.6857417	2.3802112	 0.9000000	2.0718820	 0.96000000	3.0874975	1.2988531	2.3104809	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Cochleanthes trinitatis	0.3010300	0.3010300	0.1156333333	-0.341061111	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.72666667	2.806858	 16.66666667	3.214314	1.7323938	2.1105897	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Coelogyne foerstermannii	1.4771213	1.4771213	0.0430666667	 0.640361111	8.391838e-01	0.8688395039	1	6.03247094	2.0530784	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.68000000	2.474216	 16.60000000	3.383636	1.2552725	2.6884198	 2.9600000	2.3502480	 2.81333333	3.3327615	1.3344538	2.6796096	0.39	0.32	0.14	0.14	0.14	0.39	0.14	0.32
Coelogyne rigida	0.8450980	0.8450980	0.2060222222	 0.553044444	1.070592e+00	1.0750594752	1	5.92819325	1.3979400	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.52000000	3.299398	 13.53333333	3.227115	1.9242793	1.4471580	 7.3833333	3.3576014	 9.25000000	3.1081420	1.2430380	1.6309361	0.17	0.17	0.33	0.33	0.17	0.17	0.17	0.50
Conchidium pusillum	0.3010300	0.3010300	0.1353888889	 0.603944444	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.44000000	3.103462	 13.20000000	3.155943	1.7853298	1.8260748	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
Corallorhiza bentleyi	0.4771213	0.4771213	0.4166777778	-0.447244444	5.938164e-02	0.0118748082	1	0.95424251	0.9542425	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 0.66666667	3.887786	 -0.30000000	3.012626	1.1139434	2.3404441	 0.2400000	1.9503649	 0.18000000	1.4871384	0.0000000	0.8061800	0.00	0.50	0.00	0.50	0.00	0.50	0.00	0.50
Corybas gastrosiphon	0.7781513	0.7781513	0.0675333333	 0.810705556	1.570334e-01	0.5638108341	0	3.89122888	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29333333	2.714330	 12.40000000	3.388279	1.6127839	2.4885507	 4.1333333	2.0856473	 4.24000000	2.9291123	1.4653829	2.5482665	0.00	0.80	0.00	0.20	0.00	0.40	0.00	0.60
Corycium flanaganii	0.7781513	0.7781513	0.3425000000	 0.155694444	5.250448e-01	0.4548448600	0	4.06119111	1.3222193	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 0.73333333	3.610979	  3.66666667	2.921686	1.7481880	1.7781513	 2.8000000	3.0942614	 3.41333333	2.3416323	1.4183013	1.7678976	0.00	0.00	0.60	0.40	0.00	0.00	0.60	0.40
Crepidium kabense	0.3010300	0.3010300	0.0390777778	 0.570183333	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.46666667	2.421604	 14.46666667	3.400538	1.5185139	2.5263393	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Crepidium quadridens	0.3010300	0.3010300	0.1009111111	 0.820222222	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40000000	2.932474	 13.13333333	3.466868	1.5797836	2.5352941	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
Cribbia pendula	0.4771213	0.4771213	0.0028111111	 0.036611111	2.748823e-02	0.0117226526	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.36666667	2.916454	 12.80000000	3.406710	1.7923917	1.9138139	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cribbia thomensis	0.6020600	0.6020600	0.0031555556	 0.036661111	3.387282e-03	0.0052834950	1	0.08386080	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.36666667	2.916454	 12.80000000	3.406710	1.7923917	1.9138139	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cryptopus brachiatus	0.8450980	0.8450980	0.2127444444	 0.269372222	6.347316e-01	0.3230818564	0	4.21666963	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.39333333	3.386053	 11.66666667	3.321909	1.8543060	2.2706788	 2.6833333	2.5637776	 2.95000000	3.1055102	1.5314789	2.2758870	0.00	0.33	0.50	0.17	0.00	0.17	0.67	0.17
Cryptopus dissectus	0.6989700	0.6989700	0.2442333333	 0.274500000	4.688692e-01	0.9029537057	0	4.86310136	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41666667	3.391553	 12.03333333	3.328074	1.8450980	2.2810334	 1.6600000	2.5903402	 1.60000000	2.8597686	1.2355284	1.8597386	0.00	0.25	0.00	0.75	0.00	0.25	0.25	0.50
Cryptopus paniculatus	1.5563025	1.5563025	0.2094888889	 0.268750000	1.395454e-01	0.0989550604	0	3.49432939	1.7558749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29333333	3.418964	 10.53333333	3.242790	1.8633229	2.2095150	 1.8666667	2.5820634	 2.33333333	2.9633155	1.3802112	2.2095150	0.00	0.89	0.03	0.09	0.00	0.86	0.09	0.06
Cyclopogon longibracteatus	0.9542425	0.9542425	0.2868444444	-0.287588889	7.693024e-01	0.9960931557	0	5.50044710	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29666667	3.502905	 10.13333333	3.189490	1.3710679	2.4578819	 2.8266667	3.0306200	 2.92333333	2.5039268	1.6879746	2.3792148	0.00	0.25	0.38	0.38	0.00	0.12	0.12	0.75
Cymbidium tracyanum	1.2787536	1.2787536	0.2566333333	 0.560066667	9.846486e-01	0.8704097583	1	5.71122053	1.8633229	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 1.17000000	3.605467	  7.43333333	3.083323	1.9138139	1.6812412	 8.7033333	3.4861824	10.72333333	2.6371394	1.0530784	1.5017437	0.06	0.00	0.39	0.56	0.00	0.06	0.33	0.61
Cynorkis ambondrombensis	0.3010300	0.3010300	0.2427777778	 0.262594444	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.398634	  9.80000000	3.147367	1.9294189	2.0374265	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis aphylla	0.8450980	0.8450980	0.1538000000	 0.271000000	2.562666e-01	0.2959242839	0	3.50209567	1.3979400	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.46333333	3.194514	 13.06666667	3.184549	1.9978231	1.6674530	 2.8333333	2.5000305	 3.11666667	2.5263393	1.2730013	1.7708520	0.00	1.00	0.00	0.00	0.00	0.83	0.17	0.00
Cynorkis aurantiaca	1.1461280	1.1461280	0.2109111111	 0.266388889	2.022976e-01	0.2741070246	0	3.58482281	1.6127839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.18000000	3.406199	  9.40000000	3.185825	1.9444827	1.9822712	 2.1333333	2.4065402	 2.01333333	2.4393327	1.2304489	1.8864907	0.00	0.38	0.31	0.31	0.00	0.31	0.38	0.31
Cynorkis bimaculata	0.3010300	0.3010300	0.2151888889	 0.262777778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.94666667	3.363048	  7.20000000	3.184123	1.9542425	1.7075702	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis buchwaldiana	1.6334685	1.6334685	0.0625222222	 0.209661111	7.420288e-01	0.4393326938	0	4.92499891	2.1492191	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.25666667	3.243162	 10.90000000	3.028571	1.8260748	1.7708520	 6.9466667	2.6375898	 6.58000000	2.7884159	1.5422028	2.0863598	0.00	0.07	0.52	0.40	0.00	0.07	0.74	0.19
Cynorkis cuneilabia	0.4771213	0.4771213	0.2149111111	 0.262500000	6.478878e-03	0.0128625227	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.96666667	3.357363	  7.43333333	3.181558	1.9614211	1.6766936	 0.3600000	1.7403627	 0.42000000	1.2355284	0.5682017	0.8633229	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis elata	0.6989700	0.6989700	0.2747000000	 0.261794444	6.529955e-02	0.0602992395	0	1.28241817	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.51333333	3.377306	 12.93333333	3.315760	1.6283889	2.4842998	 0.8133333	1.6803355	 0.94666667	2.6412262	1.0334238	1.9758911	0.00	0.00	0.25	0.75	0.00	0.00	0.25	0.75
Cynorkis formosa	0.3010300	0.3010300	0.1529666667	 0.272127778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.34000000	3.236789	 11.73333333	3.181272	1.9867717	1.7075702	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis gabonensis	0.6020600	0.6020600	0.0046444444	 0.057316667	5.946754e-01	0.6981919206	0	4.17310281	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.58000000	3.029789	 14.66666667	3.296226	1.8388491	1.4149733	 0.4200000	2.5307118	 0.90000000	1.9547248	1.0718820	2.0784568	0.00	0.00	1.00	0.00	0.33	0.00	0.67	0.00
Cynorkis gibbosa	1.6989700	1.6989700	0.2313222222	 0.261966667	8.277982e-01	0.4663099426	0	5.27764675	2.2479733	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	 1.12666667	3.405176	  9.00000000	3.142702	1.9395193	1.8633229	 4.2800000	2.5594278	 4.41333333	2.9065505	1.5774918	2.0342273	0.02	0.14	0.35	0.49	0.00	0.14	0.37	0.49
Cynorkis gigas	1.3979400	1.3979400	0.2403555556	 0.258950000	7.355378e-01	0.3208594808	0	4.65062881	1.9867717	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.403978	 10.40000000	3.046885	2.0043214	1.5314789	 3.5800000	2.4874919	 3.45666667	2.7934411	1.4401216	1.7641761	0.00	0.17	0.38	0.46	0.00	0.12	0.33	0.54
Cynorkis globifera	0.6989700	0.6989700	0.2250000000	 0.266577778	7.592730e-01	0.3269868146	0	2.71632060	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.53333333	3.220108	1.8864907	2.1461280	 1.7000000	1.8648076	 1.64333333	2.2622137	1.2753114	1.8940390	0.00	0.75	0.25	0.00	0.00	0.25	0.75	0.00
Cynorkis gymnochiloides	0.4771213	0.4771213	0.2259222222	 0.260600000	1.430054e-01	0.0773788079	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.13000000	3.402949	  8.83333333	3.139564	1.9590414	1.6901961	 1.2600000	1.7937904	 1.26000000	1.7678976	0.9138139	0.8061800	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50
Cynorkis henrici	0.8450980	0.8450980	0.2030111111	 0.269788889	5.530695e-01	0.3188612440	0	2.39791742	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29000000	3.411788	 10.53333333	3.220239	1.8864907	2.1461280	 2.2666667	2.6651117	 2.68333333	3.0594687	1.4510185	2.1461280	0.00	0.83	0.00	0.17	0.00	0.50	0.33	0.17
Cynorkis humbertii	0.3010300	0.3010300	0.1577777778	 0.272822222	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.08666667	3.304059	  9.00000000	3.165244	1.9590414	1.8512583	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Cynorkis lindleyana	1.2041200	1.2041200	0.2220888889	 0.262500000	6.934341e-01	0.4347014075	0	4.74283624	1.7853298	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.15333333	3.387568	  9.13333333	3.142702	1.9777236	1.7075702	 4.0600000	2.5748412	 4.34000000	2.7996851	1.5365584	2.1595672	0.00	0.00	0.47	0.53	0.00	0.00	0.27	0.73
Cynorkis marojejyensis	0.3010300	0.3010300	0.1603333333	 0.276277778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.36000000	3.316390	 11.66666667	3.235023	1.7993405	2.2764618	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Cynorkis monadenia	0.3010300	0.3010300	0.2283333333	 0.260000000	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.20000000	3.397071	  9.53333333	3.129368	1.9777236	1.6627578	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Cynorkis muscicola	0.3010300	0.3010300	0.2428666667	 0.262638889	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.398634	  9.80000000	3.147367	1.9294189	2.0374265	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis perrieri	0.6989700	0.6989700	0.2138444444	 0.263494444	3.080327e-01	0.2361604912	0	3.56002194	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.12666667	3.374748	  9.00000000	3.142076	1.9684829	1.7923917	 0.9066667	2.3008128	 1.07666667	1.6211763	1.0809870	1.6258267	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50
Cynorkis peyrotii	1.0000000	1.0000000	0.2187777778	 0.267055556	5.843041e-01	0.3380299584	0	4.19114973	1.5682017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.409764	 10.53333333	3.261739	1.8450980	2.2430380	 2.5466667	2.4313638	 2.98666667	3.0310851	1.4742163	2.2440296	0.00	0.33	0.22	0.44	0.00	0.11	0.56	0.33
Cynorkis pinguicularioides	0.4771213	0.4771213	0.2757666667	 0.260394444	1.254748e-01	0.0746226465	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.39333333	3.371345	 11.76666667	3.114944	1.7283538	2.2278867	 2.4000000	1.9717396	 2.58000000	2.5094714	1.4031205	2.0000000	0.00	0.50	0.50	0.00	0.00	0.50	0.00	0.50
Cynorkis pleistadenia	1.3222193	1.3222193	0.0585111111	 0.208533333	7.572719e-01	0.3776340342	0	4.69292589	1.8864907	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	3.241671	 12.40000000	3.143327	1.8633229	1.8325089	 9.1266667	2.7103290	 8.71666667	2.8104342	1.4927604	1.7726884	0.00	0.00	0.50	0.50	0.00	0.05	0.75	0.20
Cynorkis pseudorolfei	0.4771213	0.4771213	0.2716888889	 0.262066667	8.409704e-02	0.0289533288	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.42333333	3.383546	 11.93333333	3.289477	1.7403627	2.3953264	 1.7400000	1.5352941	 1.80000000	2.8116420	1.3180633	2.1849752	0.00	1.00	0.00	0.00	0.00	0.50	0.50	0.00
Cynorkis purpurea	1.2304489	1.2304489	0.2255333333	 0.262000000	5.280485e-01	0.4700906066	0	4.51627357	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.17666667	3.387123	  9.33333333	3.145196	1.9566486	1.7160033	 2.5666667	2.2816014	 2.73333333	2.9357591	1.4586378	2.1945143	0.00	0.06	0.38	0.56	0.00	0.06	0.38	0.56
Cynorkis quinqueloba	0.6020600	0.6020600	0.2506222222	 0.261666667	6.052986e-01	0.1875207208	0	3.82909674	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.19333333	3.393575	  9.46666667	3.114611	1.8864907	2.1072100	 2.2200000	2.0374265	 2.22000000	2.5118834	1.3541084	1.7259116	0.00	0.00	0.67	0.33	0.00	0.00	1.00	0.00
Cynorkis rungweensis	1.0413927	1.0413927	0.0493444444	 0.167494444	9.212530e-01	0.7839496492	0	5.23344216	1.6127839	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.17333333	2.585461	 11.36666667	3.225568	1.7781513	1.7671559	 3.6600000	3.0934217	 3.21666667	2.9472131	1.6888646	2.1164417	0.00	0.00	0.70	0.30	0.00	0.00	0.70	0.30
Cynorkis sacculata	0.4771213	0.4771213	0.2269111111	 0.259844444	1.904045e-01	0.1586368554	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.08000000	3.397071	  8.36666667	3.130816	1.9661417	1.6627578	 0.3600000	2.0913152	 0.42000000	2.0338257	1.0374265	1.0718820	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis sambiranoensis	0.7781513	0.7781513	0.1947111111	 0.252738889	6.883006e-01	0.6261699016	0	4.12275793	1.3222193	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.61333333	3.250420	 14.66666667	3.138303	2.0374265	1.1139434	 0.9466667	2.5536403	 0.82666667	2.6657686	1.1072100	1.5705429	0.60	0.20	0.20	0.00	0.00	0.80	0.20	0.00
Cynorkis stolonifera	1.1760913	1.1760913	0.1924666667	 0.267505556	9.307568e-01	0.5162225957	0	4.75313496	1.6127839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.406199	 10.53333333	3.146128	1.9444827	1.7481880	 4.2666667	3.1149444	 5.53333333	2.5150123	1.4471580	2.0004341	0.00	0.57	0.21	0.21	0.00	0.57	0.14	0.29
Cynorkis sylvatica	0.3010300	0.3010300	0.1530888889	 0.272177778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.34000000	3.236789	 11.73333333	3.181272	1.9867717	1.7075702	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
Cynorkis tenerrima	0.6989700	0.6989700	0.2066555556	 0.263338889	3.562974e-01	0.2040208979	0	3.71426243	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.21000000	3.339153	  9.83333333	3.182415	2.0021661	1.4771213	 3.7733333	2.6834523	 3.98333333	1.9991305	1.3242825	1.8695251	0.00	0.00	0.75	0.25	0.00	0.00	0.75	0.25
Cynorkis tristis	0.3010300	0.3010300	0.1585222222	 0.271850000	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.25333333	3.306639	 10.60000000	3.163758	1.9867717	1.6989700	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Cynorkis uncata	1.4471580	1.4471580	0.0591222222	 0.211261111	6.792743e-01	0.3620468309	0	4.75880275	2.0043214	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.45333333	3.239550	 13.00000000	3.028571	1.8325089	1.7708520	 4.0466667	2.5587086	 4.28000000	2.8950356	1.4885507	2.2038485	0.00	0.04	0.56	0.41	0.00	0.00	0.67	0.33
Cynorkis zaratananae	0.4771213	0.4771213	0.1568666667	 0.271594444	1.027869e-01	0.0350172628	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.25000000	3.286007	 10.63333333	3.168497	1.9845273	1.7118072	 0.0600000	2.2309596	 0.06000000	1.4742163	0.2787536	0.5682017	0.00	0.50	0.50	0.00	0.00	0.50	0.50	0.00
Cypripedium acaule	3.6306312	3.6306312	0.4839555556	-0.428411111	1.137478e+00	1.4679076433	1	6.82668742	4.1240149	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	 0.41333333	3.975064	 -4.06666667	3.038223	1.1760913	2.3521825	 7.3333333	3.6733896	11.20000000	2.8530895	1.6334685	2.3560259	0.06	0.20	0.18	0.56	0.06	0.19	0.19	0.56
Cypripedium arietinum	2.2095150	2.2095150	0.5134555556	-0.458533333	8.697244e-01	1.5209300435	1	6.16598583	2.7986506	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	 0.36000000	3.994141	 -5.13333333	2.905256	1.3802112	2.1398791	 3.7333333	3.6434527	 7.33333333	2.8926510	1.6127839	2.3521825	0.07	0.37	0.19	0.37	0.05	0.31	0.26	0.38
Cypripedium bardolphianum	0.9030900	0.9030900	0.3421222222	 0.564011111	8.616581e-01	0.8309413496	1	5.17601979	1.4623980	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 0.30000000	3.787815	 -2.66666667	2.923762	1.9084850	1.3979400	 4.8133333	3.3102046	 6.41333333	2.5217916	1.2855573	1.3242825	0.00	0.00	0.57	0.43	0.00	0.00	0.43	0.57
Cypripedium calceolus	3.5010593	3.5010593	0.6090777778	 0.103322222	1.371554e+00	1.6910165642	1	7.33442924	3.9841221	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	 0.34666667	3.831678	 -2.53333333	2.865696	1.4623980	2.1271048	 7.1333333	3.7685937	11.17333333	2.9036325	1.4623980	2.2718416	0.04	0.12	0.27	0.58	0.04	0.12	0.27	0.56
