species	tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	humanfootprint_1993_1	humanfootprint_1993_2	humanfootprint_1993_3	humanfootprint_1993_4	humanfootprint_2009_1	humanfootprint_2009_2	humanfootprint_2009_3	humanfootprint_2009_4
Ophrys bertolonii	2.4828736	2.4828736	0.4643000000	 0.075916667	9.394419e-01	0.9789484156	1	5.73789022	3.0107239	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.89333333	3.778983	  4.13333333	2.883093	1.4913617	2.0530784	 5.4666667	3.1374016	 6.20000000	2.7434706	1.6527297	2.1846914	0.00	0.02	0.19	0.79	0.00	0.03	0.10	0.87
Ophrys insectifera	4.0327396	4.0327396	0.5661888889	 0.049722222	1.247386e+00	1.2602544928	1	6.84433734	4.4675933	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	 0.54000000	3.804344	 -0.13333333	2.846955	1.3222193	2.1553360	 5.0666667	3.3338501	 6.13333333	2.7664128	1.4149733	2.1271048	0.01	0.05	0.17	0.77	0.00	0.08	0.21	0.71
Ophrys kotschyi	1.5314789	1.5314789	0.3881888889	 0.175583333	2.370056e-01	0.9877949257	1	4.63730593	2.0681859	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.14666667	3.741703	  6.93333333	2.752048	1.9777236	1.0413927	 3.2000000	3.1519824	 3.40000000	2.7705575	1.3010300	1.3222193	0.00	0.15	0.24	0.61	0.00	0.00	0.21	0.79
Ophrys lunulata	1.4771213	1.4771213	0.4136555556	 0.080888889	3.271709e-01	0.4341056225	1	4.08357686	1.9867717	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.07333333	3.728678	  6.60000000	2.703291	1.8260748	1.4149733	 1.4000000	2.7891575	 1.80000000	2.1908917	1.1931246	1.1072100	0.00	0.00	0.69	0.31	0.00	0.00	0.03	0.97
Orchis brancifortii	1.4313638	1.4313638	0.4351000000	 0.063533333	5.651392e-01	0.7248081686	1	4.77546053	1.9684829	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 0.98000000	3.742607	  5.40000000	2.767527	1.7201593	1.6434527	 1.6833333	2.6304279	 1.90000000	2.2510295	1.0413927	1.3617278	0.00	0.00	0.28	0.72	0.00	0.04	0.16	0.80
Orchis laeta	0.3010300	0.3010300	0.4069888889	 0.025838889	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 0.98666667	3.788451	  5.00000000	2.936011	1.7781513	1.6434527	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Orchis pauciflora	2.3159703	2.3159703	0.4547333333	 0.085538889	9.984097e-01	1.2337053865	1	5.84878760	2.8095597	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	 0.84666667	3.773530	  3.53333333	2.927883	1.5051500	2.0681859	 5.9833333	3.1323398	 7.05000000	2.6188323	1.8129134	2.2095150	0.00	0.02	0.15	0.82	0.00	0.04	0.23	0.73
Orchis quadripunctata	2.0374265	2.0374265	0.4174222222	 0.127761111	8.806467e-01	1.0197145396	1	5.66871223	2.5428254	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.04666667	3.761928	  5.60000000	2.883377	1.8603380	1.4471580	 6.4000000	3.2504200	 7.86666667	2.7159616	1.7756104	1.9684829	0.00	0.02	0.27	0.71	0.00	0.06	0.24	0.70
Orchis sitiaca	0.6989700	0.6989700	0.3913555556	 0.137800000	7.310771e-02	0.2537788618	1	2.63642069	1.2304489	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.01666667	3.722881	  5.86666667	2.970579	1.9294189	1.2304489	 2.0566667	2.0932465	 2.10333333	2.1897710	0.5502284	0.9912261	0.00	0.00	0.25	0.75	0.00	0.25	0.25	0.50
Oreorchis oligantha	0.3010300	0.3010300	0.3008888889	 0.556666667	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 0.52666667	3.664360	  1.06666667	2.976808	2.0128372	1.2787536	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Orleanesia amazonica	1.3222193	1.3222193	0.0182000000	-0.323350000	1.178625e+00	0.8519083862	0	6.26123853	1.8633229	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.76666667	2.769377	 17.16666667	3.354301	1.8325089	2.1238516	 1.7533333	2.3964609	 2.20666667	2.9827234	1.5071810	2.3677285	0.14	0.29	0.57	0.00	0.75	0.00	0.25	0.00
Pachyplectron arifolium	1.0413927	1.0413927	0.2373666667	 0.920188889	3.666060e-01	0.4070091355	0	3.72371190	1.6127839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.44666667	3.336159	 12.46666667	3.274504	1.6989700	2.3783979	 0.8066667	2.4853665	 1.04333333	2.9145547	1.2187980	1.8929290	0.00	0.20	0.60	0.20	0.00	0.40	0.40	0.20
Palmorchis imuyaensis	0.3010300	0.3010300	0.0066666667	-0.418111111	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.72666667	2.816904	 16.60000000	3.430075	1.4471580	2.6304279	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Palmorchis trilobulata	1.6127839	1.6127839	0.0993444444	-0.459488889	6.012689e-01	0.7677645652	1	5.47273585	2.1613680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.52333333	2.805161	 14.83333333	3.478639	1.6812412	2.4361626	 4.0933333	2.4364012	 4.15000000	3.1480317	1.7032914	2.7027751	0.05	0.17	0.52	0.25	0.00	0.10	0.58	0.32
Panisea yunnanensis	0.9030900	0.9030900	0.2466222222	 0.579194444	5.564183e-01	0.3536681566	1	4.29093401	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.11333333	3.598572	  6.80000000	3.187521	1.9395193	1.6901961	 3.0600000	2.8838885	 3.08000000	2.7956020	0.8512583	1.1105897	0.00	0.00	0.57	0.43	0.00	0.00	0.57	0.43
Paphiopedilum appletonianum	1.1139434	1.1139434	0.1560888889	 0.601444444	8.425050e-01	0.6574951863	1	5.19641850	1.6532125	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.44000000	3.111263	 12.66666667	3.167465	1.7923917	1.8573325	 1.7666667	3.2607867	 2.01666667	2.9523080	1.3222193	1.7520484	0.17	0.17	0.08	0.58	0.00	0.50	0.17	0.33
Paphiopedilum armeniacum	0.4771213	0.4771213	0.2693333333	 0.565038889	4.112627e-01	0.7465789357	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06000000	3.647432	  6.36666667	3.049993	1.8920946	1.7481880	 1.2000000	1.8579353	 1.02000000	1.0000000	0.8061800	1.1875207	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Paphiopedilum barbigerum	0.4771213	0.4771213	0.2554000000	 0.591211111	6.829542e-01	0.6448736508	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.30000000	3.708548	  8.20000000	3.152135	1.8920946	1.8893017	 0.1200000	3.3641944	 1.80000000	1.0374265	1.3180633	1.8356906	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum bellatulum	0.4771213	0.4771213	0.2595888889	 0.555872222	3.418656e-01	0.3885736218	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.17666667	3.580754	  8.06666667	3.147831	1.9395193	1.7242759	 1.2600000	2.4807254	 1.56000000	2.2848817	0.4471580	0.8061800	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50
Paphiopedilum bullenianum	0.6020600	0.6020600	0.0245666667	 0.653766667	6.242852e-01	1.2718423033	0	5.52308098	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.80666667	2.597695	 17.80000000	3.406029	1.3979400	2.6334685	 2.2800000	2.6142643	 2.64000000	2.7508939	1.2988531	2.4138025	0.00	0.33	0.00	0.67	0.00	0.00	0.00	1.00
Paphiopedilum concolor	1.2041200	1.2041200	0.2446666667	 0.586777778	7.101724e-01	0.8122527268	1	5.32683908	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.44666667	3.642662	  9.80000000	3.154120	1.9344985	1.7993405	 3.4800000	3.3394912	 3.85333333	2.9705793	1.4031205	2.0318123	0.00	0.07	0.27	0.67	0.00	0.07	0.33	0.60
Paphiopedilum dianthum	1.3010300	1.3010300	0.2424222222	 0.584083333	7.011992e-01	0.5175706287	1	5.21145623	1.8864907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.30000000	3.599992	  9.20000000	3.160469	1.9493900	1.6901961	 3.8333333	3.2793475	 3.62000000	2.6409781	1.2095150	1.6981005	0.00	0.00	0.63	0.37	0.00	0.00	0.63	0.37
Paphiopedilum emersonii	0.3010300	0.3010300	0.2467777778	 0.589277778	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	3.686994	  9.53333333	3.216957	1.9242793	1.8692317	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum glanduliferum	0.6020600	0.6020600	0.0121333333	 0.735688889	3.813895e-01	0.8173875170	0	4.75388695	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.79333333	2.532754	 17.53333333	3.421439	1.3424227	2.6963564	 0.4200000	2.4742163	 0.72000000	2.2286570	1.2121876	2.0913152	0.67	0.00	0.33	0.00	0.00	0.67	0.33	0.00
Paphiopedilum godefroyae	0.3010300	0.3010300	0.0935222222	 0.547222222	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.80666667	2.834421	 17.46666667	3.446692	1.7781513	2.2201081	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Paphiopedilum gratrixianum	0.3010300	0.3010300	0.2383333333	 0.586833333	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.50666667	3.665956	 10.80000000	3.237041	1.9294189	1.8573325	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum hangianum	0.4771213	0.4771213	0.2486666667	 0.585444444	7.845682e-02	0.0374264979	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.45333333	3.667873	 10.23333333	3.242169	1.9518230	1.8388491	 0.1200000	1.5786392	 0.06000000	1.7745170	0.2787536	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum haynaldianum	0.3010300	0.3010300	0.1720333333	 0.674350000	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.62666667	3.021603	 15.26666667	3.447313	1.6532125	2.4653829	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum helenae	0.6020600	0.6020600	0.2454777778	 0.589427778	1.248301e-01	0.0301947854	1	0.74562122	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	3.686994	  9.53333333	3.216957	1.9242793	1.8692317	 0.2400000	1.7678976	 0.30000000	0.7403627	0.4471580	0.5682017	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Paphiopedilum henryanum	0.6989700	0.6989700	0.2546888889	 0.584138889	2.117878e-01	0.1338581252	1	3.27294846	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.34666667	3.665299	  9.13333333	3.213916	1.9444827	1.7923917	 3.3033333	1.9573678	 3.49333333	2.5963771	0.4313638	1.2648178	0.00	0.00	1.00	0.00	0.00	0.00	0.75	0.25
Paphiopedilum hirsutissimum	1.5185139	1.5185139	0.2441888889	 0.587627778	6.941479e-01	0.5777157829	1	5.20568570	2.0827854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40333333	3.653213	  9.33333333	3.185117	1.9444827	1.7634280	 2.8766667	3.3220021	 3.57000000	2.6570080	1.2889196	1.7474118	0.00	0.00	0.41	0.59	0.00	0.00	0.59	0.41
Paphiopedilum hookerae	0.6020600	0.6020600	0.0401888889	 0.633205556	7.071442e-01	0.8677602580	1	4.52443793	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.74000000	2.609594	 17.00000000	3.599556	1.4623980	2.7656686	 0.5400000	2.2704459	 0.30000000	3.0536162	1.3873898	2.4922015	0.33	0.33	0.00	0.33	0.00	0.33	0.33	0.33
Paphiopedilum insigne	0.3010300	0.3010300	0.2649222222	 0.501494444	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.71333333	3.570076	 13.26666667	3.298635	1.9242793	1.5563025	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Paphiopedilum javanicum	0.9542425	0.9542425	0.0091333333	 0.634572222	1.188893e+00	1.1625028721	0	6.14885488	1.5185139	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.63666667	2.542825	 15.90000000	3.402777	1.3617278	2.5987905	 2.9966667	2.6666584	 2.97000000	3.2991040	1.6641717	2.6549462	0.00	0.12	0.38	0.50	0.00	0.00	0.25	0.75
Paphiopedilum lowii	0.9030900	0.9030900	0.0463777778	 0.645300000	8.815245e-01	0.9154890068	1	5.60691062	1.4623980	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.28000000	2.556303	 12.26666667	3.327767	1.3222193	2.5763414	 5.6933333	2.4375920	 5.62000000	3.1927068	1.3201463	2.3386557	0.14	0.14	0.14	0.57	0.14	0.29	0.14	0.43
Paphiopedilum malipoense	1.4471580	1.4471580	0.2282444444	 0.584450000	7.922516e-01	0.4005379894	1	4.84637770	2.0211893	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	3.599992	  9.73333333	3.187521	1.9542425	1.6720979	 2.8066667	3.2013425	 3.81333333	3.0039772	1.2718416	2.1020905	0.00	0.07	0.67	0.26	0.00	0.07	0.70	0.22
Paphiopedilum micranthum	1.2304489	1.2304489	0.2590888889	 0.587038889	5.873377e-01	0.7145078846	1	4.79411036	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.27000000	3.669782	  7.76666667	3.183270	1.9420081	1.7634280	 3.6000000	3.3068002	 3.80000000	2.7743345	1.3374593	1.9017307	0.00	0.00	0.56	0.44	0.00	0.00	0.44	0.56
Paphiopedilum niveum	0.3010300	0.3010300	0.0707444444	 0.554444444	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.77333333	2.681241	 17.40000000	3.402777	1.7558749	2.1846914	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Paphiopedilum parishii	0.3010300	0.3010300	0.1666666667	 0.549072222	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.59333333	3.140508	 14.73333333	3.292920	1.9493900	1.3979400	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Paphiopedilum purpuratum	0.9030900	0.9030900	0.2484222222	 0.601372222	3.342989e-01	0.9254925802	1	4.83832742	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.46000000	3.693639	  9.93333333	3.236537	1.9294189	2.0043214	 1.8066667	2.8256857	 1.64666667	2.6638893	1.3541084	1.7497363	0.00	0.00	0.29	0.71	0.00	0.00	0.57	0.43
Paphiopedilum rothschildianum	0.4771213	0.4771213	0.0667222222	 0.647827778	3.542385e-03	0.0547202745	1	0.95424251	0.9542425	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.38666667	2.525045	 13.56666667	3.351410	1.2787536	2.6222140	 4.2000000	1.6627578	 4.26000000	2.3328423	0.6627578	1.8842288	0.00	0.00	0.50	0.50	0.00	0.00	0.00	1.00
Paphiopedilum sanderianum	0.6020600	0.6020600	0.0449444444	 0.638172222	2.469086e-02	0.0270477396	1	1.38838543	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.52000000	2.269513	 15.06666667	3.500648	1.1461280	2.8280151	 2.4600000	1.9921115	 2.28000000	2.6875290	0.5682017	1.9278834	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
Paphiopedilum schoseri	0.4771213	0.4771213	0.0076222222	 0.708527778	4.717748e-02	0.0016385383	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.64666667	2.530200	 16.16666667	3.269279	1.3010300	2.5138832	 1.0800000	1.6794279	 1.14000000	1.8299467	0.4471580	0.2787536	0.00	0.50	0.50	0.00	0.00	0.50	0.50	0.00
Paphiopedilum stonei	0.3010300	0.3010300	0.0133333333	 0.613238889	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.78000000	2.658965	 17.33333333	3.571126	1.4771213	2.7824726	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Paphiopedilum supardii	0.4771213	0.4771213	0.0300888889	 0.640900000	4.158027e-01	0.2220502155	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.70333333	2.503791	 16.80000000	3.415307	1.6127839	2.5301997	 1.1400000	2.2073650	 0.96000000	2.1925675	1.0000000	1.8182259	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
Paphiopedilum tonsum	0.4771213	0.4771213	0.0333333333	 0.545833333	2.430529e-01	0.3117411498	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.37666667	2.465383	 13.53333333	3.358791	1.5118834	2.5044709	 0.6600000	1.4742163	 0.72000000	2.3236645	0.5682017	1.8241258	0.50	0.00	0.50	0.00	0.50	0.00	0.50	0.00
Paphiopedilum victoria-regina	0.3010300	0.3010300	0.0105555556	 0.558516667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.42000000	2.445604	 13.93333333	3.350636	1.4771213	2.5211381	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Paphiopedilum vietnamense	0.8450980	0.8450980	0.2511444444	 0.590400000	2.612629e-01	0.2730012721	1	3.73752023	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41333333	3.696531	  9.30000000	3.189631	1.9370161	1.8750613	 2.1166667	2.6327103	 2.13333333	2.4983106	0.9542425	1.2041200	0.00	0.00	0.33	0.67	0.00	0.00	0.83	0.17
Paphiopedilum villosum	0.6020600	0.6020600	0.1726333333	 0.600272222	1.011239e+00	0.4274828632	1	3.30879825	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.38000000	3.074816	 11.40000000	3.162863	1.8195439	1.8573325	 2.4000000	3.5707297	 2.22000000	2.5341531	1.1335389	1.2355284	0.67	0.00	0.00	0.33	0.00	0.67	0.00	0.33
Paphiopedilum violascens	0.7781513	0.7781513	0.0590444444	 0.796933333	8.964612e-01	1.1569566034	0	5.44011591	1.3222193	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.45333333	2.729974	 13.86666667	3.427161	1.4313638	2.6232493	 6.4400000	2.6768764	 6.69333333	2.9602805	1.2405492	2.4199557	0.20	0.80	0.00	0.00	0.20	0.40	0.00	0.40
Paphiopedilum wilhelminae	0.6020600	0.6020600	0.0556777778	 0.785588889	3.424168e-01	0.6334714855	0	3.30999533	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.10000000	2.648360	 10.53333333	3.547898	1.0413927	2.9003671	 1.9800000	2.1772478	 2.16000000	2.8211859	0.4471580	2.2263421	0.00	0.67	0.00	0.33	0.00	0.67	0.00	0.33
Pedilochilus papuanus	0.4771213	0.4771213	0.0687222222	 0.789083333	6.533090e-01	0.9893163050	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06666667	2.913814	  9.83333333	3.475599	1.3802112	2.7176705	 1.6800000	1.9041744	 1.74000000	2.6978394	1.4183013	2.5166676	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
Pelexia orthosepala	1.1760913	1.1760913	0.2007444444	-0.239755556	1.007741e+00	0.7650979358	0	5.60792733	1.6901961	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.25000000	3.252732	 10.66666667	3.136562	1.9084850	1.7634280	 2.5200000	2.9924651	 3.27000000	2.8793826	1.6449307	2.0360297	0.07	0.36	0.43	0.14	0.07	0.21	0.50	0.21
Peristylus aristatus	0.4771213	0.4771213	0.0920555556	 0.438194444	5.202214e-01	0.6445370578	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41000000	2.932981	 13.43333333	3.377306	1.6946052	2.3502480	 4.5000000	2.3255157	 4.38000000	2.3104809	1.5786392	2.2533380	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Phalaenopsis violacea	0.3010300	0.3010300	0.0414444444	 0.562500000	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.81333333	2.475671	 17.86666667	3.408070	1.4471580	2.6159501	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Pholidota camelostalix	1.1139434	1.1139434	0.0513333333	 0.597405556	1.071746e+00	1.1884551401	0	5.41515552	1.6901961	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.32333333	2.555699	 12.93333333	3.426267	1.7201593	2.4653829	 6.0700000	2.6008640	 6.47000000	3.3230354	1.5428254	2.3869446	0.00	0.17	0.25	0.58	0.00	0.17	0.33	0.50
Pholidota chinensis	1.9731279	1.9731279	0.2424888889	 0.604755556	1.215428e+00	1.2611505326	1	6.43816939	2.5670264	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	 1.38000000	3.694430	  9.13333333	3.211921	1.8692317	2.0043214	 6.4000000	3.7496281	 9.38666667	3.0258791	1.4885507	2.0704073	0.07	0.04	0.28	0.61	0.03	0.11	0.39	0.47
Pholidota globosa	1.2304489	1.2304489	0.0500888889	 0.592161111	1.071544e+00	1.2500532590	0	5.76562947	1.8129134	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.36333333	2.492760	 13.16666667	3.375206	1.5797836	2.4494784	 6.0500000	2.5913429	 6.08333333	3.0758206	1.7118072	2.6079909	0.00	0.00	0.38	0.62	0.00	0.00	0.44	0.56
Phragmipedium besseae	0.3010300	0.3010300	0.0326333333	-0.435566667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.34666667	2.695482	 13.00000000	3.395850	1.3617278	2.6730209	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Phragmipedium boissierianum	0.9542425	0.9542425	0.0786555556	-0.425405556	6.914201e-01	0.6667855882	0	4.88766418	1.5185139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.54333333	2.651762	 15.10000000	3.230960	1.5250448	2.3793055	 6.9066667	2.2162979	 6.88666667	3.1504648	1.2855573	2.1866739	0.50	0.38	0.00	0.12	0.12	0.50	0.12	0.25
Phragmipedium caricinum	0.7781513	0.7781513	0.1785222222	-0.366194444	4.868355e-01	0.6194064109	0	4.06094037	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.59333333	3.168203	 14.46666667	3.264818	1.7160033	2.2695129	 1.0266667	2.8041394	 0.93333333	3.0351094	0.5797836	2.1316187	0.20	0.60	0.20	0.00	0.00	0.80	0.00	0.20
Phragmipedium caudatum	0.9030900	0.9030900	0.1174888889	-0.408311111	9.518162e-01	0.9847972571	0	5.25329898	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.20000000	2.811575	 11.06666667	3.176381	1.7075702	2.1702617	 7.7466667	2.7862544	 8.14666667	2.8784069	1.5658478	2.1199154	0.43	0.43	0.14	0.00	0.43	0.43	0.14	0.00
Phragmipedium hirtzii	0.7781513	0.7781513	0.0091333333	-0.437788889	1.846914e-01	0.2984163801	1	3.06437262	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.52000000	2.475671	 15.00000000	3.504063	1.4471580	2.6937269	 1.5466667	2.4692327	 1.38666667	3.0305997	1.6042261	2.4955443	0.00	0.20	0.60	0.20	0.00	0.20	0.40	0.40
Phragmipedium humboldtii	0.9030900	0.9030900	0.1192555556	-0.471461111	9.197745e-01	1.0130286094	1	4.75895846	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.38666667	2.800029	 13.40000000	3.480582	1.7160033	2.3159703	 2.2866667	2.8512583	 2.87333333	3.0373070	1.3944517	2.1908917	0.00	0.14	0.29	0.57	0.00	0.00	0.43	0.57
Phragmipedium lindenii	1.1760913	1.1760913	0.0087000000	-0.431577778	9.605825e-01	0.7590809620	1	5.36988368	1.7242759	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06333333	2.548389	 10.43333333	3.165838	1.6074550	2.2253093	 7.5500000	2.6937709	 7.53666667	3.3458832	1.5191715	2.4286207	0.00	0.15	0.62	0.23	0.00	0.15	0.38	0.46
Phragmipedium lindleyanum	0.9542425	0.9542425	0.0602888889	-0.331461111	3.897232e-01	0.8833005086	1	4.76990514	1.5185139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.62666667	2.695919	 15.73333333	3.433530	1.6334685	2.5085297	 2.1400000	2.1000257	 2.05333333	2.9564086	1.3138672	2.3214949	0.33	0.67	0.00	0.00	0.67	0.33	0.00	0.00
